source_id,target_id,weight,layer
46,150,1.0,1
46,152,1.0,1
46,160,1.0,1
47,48,1.0,1
47,52,1.0,1
47,54,1.0,1
47,59,1.0,1
47,60,1.0,1
47,64,1.0,1
47,92,1.0,1
47,93,1.0,1
47,94,1.0,1
47,95,1.0,1
47,100,1.0,1
47,102,1.0,1
47,103,1.0,1
47,110,1.0,1
47,111,1.0,1
47,112,1.0,1
47,114,1.0,1
47,115,1.0,1
47,138,1.0,1
48,50,1.0,1
48,52,1.0,1
48,54,1.0,1
48,56,1.0,1
48,58,1.0,1
48,59,1.0,1
48,60,1.0,1
48,64,1.0,1
48,69,1.0,1
48,76,1.0,1
48,77,1.0,1
48,78,1.0,1
48,83,1.0,1
48,93,1.0,1
48,95,1.0,1
48,103,1.0,1
48,104,1.0,1
48,110,1.0,1
48,111,1.0,1
48,112,1.0,1
48,114,1.0,1
48,135,1.0,1
48,147,1.0,1
49,50,1.0,1
49,51,1.0,1
49,52,1.0,1
49,58,1.0,1
49,72,1.0,1
49,114,1.0,1
49,115,1.0,1
49,116,1.0,1
49,118,1.0,1
49,119,1.0,1
50,52,1.0,1
50,54,1.0,1
50,64,1.0,1
50,66,1.0,1
50,82,1.0,1
50,83,1.0,1
50,110,1.0,1
50,111,1.0,1
50,147,1.0,1
50,163,1.0,1
51,52,1.0,1
51,55,1.0,1
51,56,1.0,1
51,72,1.0,1
51,113,1.0,1
51,114,1.0,1
51,115,1.0,1
51,116,1.0,1
51,117,1.0,1
51,118,1.0,1
51,119,1.0,1
51,134,1.0,1
51,135,1.0,1
52,54,1.0,1
52,56,1.0,1
52,58,1.0,1
52,64,1.0,1
52,71,1.0,1
52,72,1.0,1
52,74,1.0,1
52,110,1.0,1
52,111,1.0,1
52,115,1.0,1
52,116,1.0,1
52,117,1.0,1
52,118,1.0,1
52,119,1.0,1
53,55,1.0,1
53,56,1.0,1
53,81,1.0,1
53,84,1.0,1
53,92,1.0,1
54,55,1.0,1
54,56,1.0,1
54,58,1.0,1
54,59,1.0,1
54,60,1.0,1
54,64,1.0,1
54,65,1.0,1
54,66,1.0,1
54,67,1.0,1
54,69,1.0,1
54,74,1.0,1
54,76,1.0,1
54,77,1.0,1
54,78,1.0,1
54,82,1.0,1
54,83,1.0,1
54,103,1.0,1
54,104,1.0,1
54,105,1.0,1
54,110,1.0,1
54,111,1.0,1
54,112,1.0,1
54,145,1.0,1
55,56,1.0,1
55,57,1.0,1
55,58,1.0,1
55,72,1.0,1
55,73,1.0,1
55,74,1.0,1
55,81,1.0,1
55,88,1.0,1
55,92,1.0,1
55,93,1.0,1
55,142,1.0,1
56,57,1.0,1
56,58,1.0,1
56,64,1.0,1
56,72,1.0,1
56,73,1.0,1
56,74,1.0,1
56,76,1.0,1
56,93,1.0,1
56,142,1.0,1
57,58,1.0,1
57,63,1.0,1
57,64,1.0,1
57,68,1.0,1
57,70,1.0,1
57,71,1.0,1
57,72,1.0,1
57,73,1.0,1
57,74,1.0,1
57,75,1.0,1
57,76,1.0,1
57,139,1.0,1
57,150,1.0,1
58,64,1.0,1
58,65,1.0,1
58,66,1.0,1
58,68,1.0,1
58,70,1.0,1
58,71,1.0,1
58,72,1.0,1
58,73,1.0,1
58,74,1.0,1
58,76,1.0,1
58,78,1.0,1
58,82,1.0,1
58,83,1.0,1
58,93,1.0,1
58,104,1.0,1
58,105,1.0,1
58,110,1.0,1
58,111,1.0,1
58,112,1.0,1
58,147,1.0,1
58,150,1.0,1
59,60,1.0,1
59,61,1.0,1
59,65,1.0,1
59,66,1.0,1
59,71,1.0,1
59,74,1.0,1
59,83,1.0,1
59,92,1.0,1
59,93,1.0,1
59,94,1.0,1
59,100,1.0,1
59,101,1.0,1
59,102,1.0,1
59,103,1.0,1
59,110,1.0,1
59,111,1.0,1
59,112,1.0,1
60,61,1.0,1
60,62,1.0,1
60,64,1.0,1
60,65,1.0,1
60,66,1.0,1
60,67,1.0,1
60,68,1.0,1
60,70,1.0,1
60,83,1.0,1
60,94,1.0,1
60,100,1.0,1
60,101,1.0,1
60,102,1.0,1
61,94,1.0,1
61,102,1.0,1
62,65,1.0,1
62,66,1.0,1
62,67,1.0,1
62,68,1.0,1
62,70,1.0,1
62,103,1.0,1
63,64,1.0,1
63,65,1.0,1
63,66,1.0,1
63,67,1.0,1
63,68,1.0,1
63,69,1.0,1
63,70,1.0,1
63,71,1.0,1
63,75,1.0,1
63,76,1.0,1
63,77,1.0,1
63,78,1.0,1
63,104,1.0,1
63,112,1.0,1
63,149,1.0,1
63,150,1.0,1
63,151,1.0,1
63,152,1.0,1
64,65,1.0,1
64,66,1.0,1
64,67,1.0,1
64,68,1.0,1
64,69,1.0,1
64,70,1.0,1
64,71,1.0,1
64,72,1.0,1
64,73,1.0,1
64,74,1.0,1
64,75,1.0,1
64,76,1.0,1
64,77,1.0,1
64,78,1.0,1
64,82,1.0,1
64,83,1.0,1
64,90,1.0,1
64,91,1.0,1
64,103,1.0,1
64,104,1.0,1
64,105,1.0,1
64,110,1.0,1
64,111,1.0,1
64,112,1.0,1
64,147,1.0,1
64,150,1.0,1
64,151,1.0,1
64,152,1.0,1
64,160,1.0,1
65,66,1.0,1
